,y_code,waste_constituents,annex_8,un_class,annex_3,characteristics,amount,countries_of_transit,country_of_origin,annex_4_a,annex_4_b,country,year
79,Y2,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,"H3,H6.1,H12","Inflammable liquids
Poisonous(acute)
Ecotoxic",0.02,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
80,Y2,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,"H3,H6.1,H8,H12","Inflammable liquids
Poisonous(acute)
Corrosives
Ecotoxic",734.13,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
81,Y2,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,H6.1,Poisonous(acute),0.09,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
82,Y2,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,"H6.1,H12","Poisonous(acute)
Ecotoxic",13.89,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
83,Y2,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,H12,Ecotoxic,15.39,,ES,,R3,United Kingdom of Great Britain and Northern Ireland,2015
84,Y2,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",1449.45,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
85,Y2,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,,,1.23,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
86,Y2,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,,Not applicable,70.52,,BE,,R5,United Kingdom of Great Britain and Northern Ireland,2015
87,Y2,Aqueos and solvent mixtures,,,"H3,H6.1,H8,H11,H12","Inflammable liquids
Poisonous(acute)
Corrosives
Toxic(delayed or chronic)
Ecotoxic",1021.35,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
88,"Y2,Y14","A4090 Waste acidic or basic solutions, other than those specified in the corresponding entry on list B (note the related entry on list B, B2120) ",,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",1.94,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
89,"Y2,Y14",A4140 Waste consisting of or containing off-specification or out-dated 18 chemicals corresponding to Annex I categories and exhibiting Annex III hazard characteristics ,,,"H4.1,H4.2,H4.3,H6.1,H8","Inflammable solids
Substances or wastes liable to spontaneous combustion
Substances or wastes which, in contact with water, emit inflammable gases
Poisonous(acute)
Corrosives",0.71,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
90,"Y2,Y14",A4140 Waste consisting of or containing off-specification or out-dated 18 chemicals corresponding to Annex I categories and exhibiting Annex III hazard characteristics ,,,"H4.1,H4.2,H4.3,H6.1,H8","Inflammable solids
Substances or wastes liable to spontaneous combustion
Substances or wastes which, in contact with water, emit inflammable gases
Poisonous(acute)
Corrosives",1.19,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
91,"Y2,Y14",A4140 Waste consisting of or containing off-specification or out-dated 18 chemicals corresponding to Annex I categories and exhibiting Annex III hazard characteristics ,,,"H4.1,H4.2.H4.3,H6.1,H8","Inflammable solids
Poisonous(acute)
Corrosives",1.06,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
92,"Y2,Y14",A4140 Waste consisting of or containing off-specification or out-dated 18 chemicals corresponding to Annex I categories and exhibiting Annex III hazard characteristics ,,,"H5.1,H6.1,H8","Oxidizing
Poisonous(acute)
Corrosives",0.22,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
93,"Y2,Y18",A2030 Waste catalysts but excluding such wastes specified on list B ,,,"H4.1,H4.2,H6.1","Inflammable solids
Substances or wastes liable to spontaneous combustion
Poisonous(acute)",2.0,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
94,"Y2,Y18",A2030 Waste catalysts but excluding such wastes specified on list B ,,,"H4.1,H4.2,H6.1","Inflammable solids
Substances or wastes liable to spontaneous combustion
Poisonous(acute)",3.9,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
95,"Y2,Y18,Y41",A3150 Waste halogenated organic solvents ,,,"H3,H6.1","Inflammable liquids
Poisonous(acute)",49.76,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
96,"Y2,Y18,Y41",A3150 Waste halogenated organic solvents ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",708.22,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
97,"Y2,Y41",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",62.35,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
98,"Y2,Y41",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",442.1,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
99,"Y2,Y41",A3150 Waste halogenated organic solvents ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",350.5,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
100,"Y2,Y41",A3150 Waste halogenated organic solvents ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",95.85,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
101,"Y2,Y41,Y42",Redunant liquefied gas,,,"H2,H5.1,H8","Oxidizing
Corrosives",0.08,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
102,"Y2,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,H3,Inflammable liquids,98.98,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
103,"Y2,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",198.12,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
104,"Y2,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6,H8","Inflammable liquids
Toxic
Corrosives",228.38,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
105,"Y2,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",139.38,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
106,"Y2,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",35.59,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
107,"Y2,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1","Inflammable liquids
Poisonous(acute)",328.6,,IE,,"R2,R13",United Kingdom of Great Britain and Northern Ireland,2015
108,"Y2,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,H3,Inflammable liquids,97.52,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
109,"Y2,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",421.22,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
110,"Y2,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",358.02,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
111,"Y2,Y42",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6,H8","Inflammable liquids
Toxic
Corrosives",2253.51,,IE,,R2,United Kingdom of Great Britain and Northern Ireland,2015
112,"Y2,Y6",A3140 Waste non-halogenated organic solvents but excluding such wastes specified on list B ,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",226.12,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
113,"Y2,Y6","A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,,,425.44,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
114,"Y2,Y6","A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,"H3,H4.1,H4.2,H4.3,H5.1,H6.1,H8,H12","Inflammable liquids
Inflammable solids
Substances or wastes liable to spontaneous combustion
Substances or wastes which, in contact with water, emit inflammable gases
Oxidizing
Poisonous(acute)
Corrosives
Ecotoxic",27.19,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
115,"Y2,Y6",A4130 Waste packages and containers containing Annex I substances in concentrations sufficient to exhibit Annex III hazard characteristics ,,,,,41.76,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
116,"Y2,Y6",A4130 Waste packages and containers containing Annex I substances in concentrations sufficient to exhibit Annex III hazard characteristics ,,,"H3,H4.2,H4.3,H5.1,H6.1,H8","Inflammable liquids
Substances or wastes liable to spontaneous combustion
Substances or wastes which, in contact with water, emit inflammable gases
Oxidizing
Poisonous(acute)
Corrosives",4.68,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
117,"Y2,Y6",Aqueos and solvent mixtures,,,"H3,H6.1,H8","Inflammable liquids
Poisonous(acute)
Corrosives",38.01,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
118,"Y21,Y31",Used refractory lining from induction furnace and iron crucibles,,,H11,Toxic(delayed or chronic),54.95,NL,IS,,R5,United Kingdom of Great Britain and Northern Ireland,2015
119,Y22,A1130 Spent etching solutions containing dissolved copper ,,,H6.1,Poisonous(acute),71.53,DE,CZ,,R1,United Kingdom of Great Britain and Northern Ireland,2015
120,Y22,A1130 Spent etching solutions containing dissolved copper ,,,H6.1,Poisonous(acute),12.29,"DE,CZ",SK,,R4,United Kingdom of Great Britain and Northern Ireland,2015
121,Y22,Mobile phones and associated accessories,,,H12,Ecotoxic,16.75,,IE,,R5,United Kingdom of Great Britain and Northern Ireland,2015
122,"Y22,Y23",GB040 Slags from precious metals and copper processing for further refining ,,,,Not applicable,128.59,,FR,,R4,United Kingdom of Great Britain and Northern Ireland,2015
123,"Y22,Y26,Y29","Scrap mobile phone devices, laptop computers, parts and accessories",,,H11,Toxic(delayed or chronic),0.46,FR,BE,,R5,United Kingdom of Great Britain and Northern Ireland,2015
124,Y23,A1100 Dusts and residues from gas cleaning systems of copper smelters ,,,H12,Ecotoxic,1979.39,,ES,,R4,United Kingdom of Great Britain and Northern Ireland,2015
125,"Y23,Y31","AA010 Dross, scalings and other wastes from the manufacture of iron or steel",,,H12,Ecotoxic,393.74,NL,IS,,R5,United Kingdom of Great Britain and Northern Ireland,2015
126,"Y29,Y31",Discarded electrical and electronic equipment containing hazardous and non-hazardous parts,,,,,652.9,,IE,,R4,United Kingdom of Great Britain and Northern Ireland,2015
127,Y3,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,,,0.67,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
128,Y3,"A4010 Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B ",,,"H3,H6.1","Inflammable liquids
Poisonous(acute)",1.1,,IE,D10,,United Kingdom of Great Britain and Northern Ireland,2015
